hour,month,weekday,year,grupo
2,8,1,2015,1
3,8,1,2015,1
4,8,1,2015,0
5,8,1,2015,0
6,8,1,2015,1
7,8,1,2015,1
8,8,1,2015,2
9,8,1,2015,2
10,8,1,2015,2
11,8,1,2015,2
12,8,1,2015,2
13,8,1,2015,3
14,8,1,2015,3
15,8,1,2015,3
16,8,1,2015,3
17,8,1,2015,3
18,8,1,2015,3
19,8,1,2015,2
20,8,1,2015,2
21,8,1,2015,2
22,8,1,2015,2
23,8,1,2015,2
0,8,2,2015,1
1,8,0,2015,1
2,8,0,2015,1
3,8,0,2015,1
4,8,0,2015,1
5,8,0,2015,1
6,8,0,2015,1
7,8,0,2015,2
8,8,0,2015,2
9,8,0,2015,2
10,8,0,2015,3
11,8,0,2015,3
12,8,0,2015,3
13,8,0,2015,3
14,8,0,2015,3
15,8,0,2015,4
16,8,0,2015,4
17,8,0,2015,4
18,8,0,2015,4
19,8,0,2015,4
20,8,0,2015,3
21,8,0,2015,3
22,8,0,2015,3
23,8,0,2015,2
0,8,1,2015,1
1,8,6,2015,1
2,8,6,2015,0
3,8,6,2015,0
4,8,6,2015,0
5,8,6,2015,0
6,8,6,2015,0
7,8,6,2015,0
8,8,6,2015,0
9,8,6,2015,1
10,8,6,2015,1
11,8,6,2015,1
12,8,6,2015,2
13,8,6,2015,2
14,8,6,2015,3
15,8,6,2015,3
16,8,6,2015,3
17,8,6,2015,3
18,8,6,2015,3
19,8,6,2015,3
20,8,6,2015,3
21,8,6,2015,3
22,8,6,2015,3
23,8,6,2015,2
0,8,0,2015,2
1,8,5,2015,1
2,8,5,2015,1
3,8,5,2015,0
4,8,5,2015,0
5,8,5,2015,0
6,8,5,2015,0
7,8,5,2015,0
8,8,5,2015,0
9,8,5,2015,1
10,8,5,2015,1
11,8,5,2015,1
12,8,5,2015,2
13,8,5,2015,2
14,8,5,2015,2
15,8,5,2015,2
16,8,5,2015,3
17,8,5,2015,3
18,8,5,2015,3
19,8,5,2015,3
20,8,5,2015,3
21,8,5,2015,2
22,8,5,2015,2
23,8,5,2015,2
0,8,6,2015,1
1,8,4,2015,1
2,8,4,2015,1
3,8,4,2015,1
4,8,4,2015,0
5,8,4,2015,1
6,8,4,2015,1
7,8,4,2015,1
8,8,4,2015,2
9,8,4,2015,2
10,8,4,2015,2
11,8,4,2015,2
12,8,4,2015,3
13,8,4,2015,3
14,8,4,2015,3
15,8,4,2015,3
16,8,4,2015,3
17,8,4,2015,3
18,8,4,2015,3
19,8,4,2015,3
20,8,4,2015,3
21,8,4,2015,3
22,8,4,2015,2
23,8,4,2015,2
0,8,5,2015,1
1,8,3,2015,2
2,8,3,2015,2
3,8,3,2015,1
4,8,3,2015,1
5,8,3,2015,1
6,8,3,2015,1
7,8,3,2015,2
8,8,3,2015,2
9,8,3,2015,2
10,8,3,2015,3
11,8,3,2015,3
12,8,3,2015,3
13,8,3,2015,3
14,8,3,2015,4
15,8,3,2015,4
16,8,3,2015,4
17,8,3,2015,4
18,8,3,2015,4
19,8,3,2015,3
20,8,3,2015,3
21,8,3,2015,3
22,8,3,2015,3
23,8,3,2015,2
0,8,4,2015,2
1,8,2,2015,2
2,8,2,2015,2
3,8,2,2015,1
4,8,2,2015,1
5,8,2,2015,1
6,8,2,2015,1
7,8,2,2015,2
8,8,2,2015,2
9,8,2,2015,3
10,8,2,2015,3
11,8,2,2015,4
12,8,2,2015,4
13,8,2,2015,5
14,8,2,2015,5
15,8,2,2015,5
16,8,2,2015,5
17,8,2,2015,5
18,8,2,2015,5
19,8,2,2015,5
20,8,2,2015,4
21,8,2,2015,4
22,8,2,2015,4
23,8,2,2015,3
0,8,3,2015,3
1,8,1,2015,2
2,8,1,2015,2
3,8,1,2015,1
4,8,1,2015,1
5,8,1,2015,1
6,8,1,2015,1
7,8,1,2015,2
8,8,1,2015,2
9,8,1,2015,3
10,8,1,2015,3
11,8,1,2015,3
12,8,1,2015,3
13,8,1,2015,4
14,8,1,2015,4
15,8,1,2015,4
16,8,1,2015,4
17,8,1,2015,5
18,8,1,2015,4
19,8,1,2015,4
20,8,1,2015,4
21,8,1,2015,4
22,8,1,2015,4
23,8,1,2015,3
0,8,2,2015,2
1,8,0,2015,2
2,8,0,2015,1
3,8,0,2015,1
4,8,0,2015,1
5,8,0,2015,1
6,8,0,2015,1
7,8,0,2015,2
8,8,0,2015,2
9,8,0,2015,3
10,8,0,2015,3
11,8,0,2015,4
12,8,0,2015,4
13,8,0,2015,5
14,8,0,2015,5
15,8,0,2015,5
16,8,0,2015,5
17,8,0,2015,5
18,8,0,2015,5
19,8,0,2015,4
20,8,0,2015,4
21,8,0,2015,4
22,8,0,2015,4
23,8,0,2015,3
0,8,1,2015,2
1,8,6,2015,1
2,8,6,2015,1
3,8,6,2015,1
4,8,6,2015,0
5,8,6,2015,0
6,8,6,2015,0
7,8,6,2015,0
8,8,6,2015,0
9,8,6,2015,1
10,8,6,2015,2
11,8,6,2015,2
12,8,6,2015,3
13,8,6,2015,3
14,8,6,2015,4
15,8,6,2015,4
16,8,6,2015,4
17,8,6,2015,4
18,8,6,2015,4
19,8,6,2015,4
20,8,6,2015,4
21,8,6,2015,4
22,8,6,2015,3
23,8,6,2015,3
0,8,0,2015,2
1,8,5,2015,1
2,8,5,2015,1
3,8,5,2015,1
4,8,5,2015,1
5,8,5,2015,0
6,8,5,2015,1
7,8,5,2015,1
8,8,5,2015,1
9,8,5,2015,1
10,8,5,2015,2
11,8,5,2015,2
12,8,5,2015,3
13,8,5,2015,3
14,8,5,2015,3
15,8,5,2015,4
16,8,5,2015,4
17,8,5,2015,4
18,8,5,2015,4
19,8,5,2015,4
20,8,5,2015,4
21,8,5,2015,3
22,8,5,2015,3
23,8,5,2015,2
0,8,6,2015,2
1,8,4,2015,1
2,8,4,2015,1
3,8,4,2015,1
4,8,4,2015,1
5,8,4,2015,1
6,8,4,2015,1
7,8,4,2015,1
8,8,4,2015,2
9,8,4,2015,2
10,8,4,2015,2
11,8,4,2015,3
12,8,4,2015,3
13,8,4,2015,4
14,8,4,2015,4
15,8,4,2015,4
16,8,4,2015,4
17,8,4,2015,4
18,8,4,2015,4
19,8,4,2015,4
20,8,4,2015,4
21,8,4,2015,3
22,8,4,2015,3
23,8,4,2015,3
0,8,5,2015,2
1,8,3,2015,1
2,8,3,2015,1
3,8,3,2015,1
4,8,3,2015,0
5,8,3,2015,1
6,8,3,2015,1
7,8,3,2015,1
8,8,3,2015,2
9,8,3,2015,2
10,8,3,2015,2
11,8,3,2015,3
12,8,3,2015,3
13,8,3,2015,3
14,8,3,2015,3
15,8,3,2015,4
16,8,3,2015,4
17,8,3,2015,4
18,8,3,2015,4
19,8,3,2015,4
20,8,3,2015,4
21,8,3,2015,3
22,8,3,2015,3
23,8,3,2015,3
0,8,4,2015,2
1,8,2,2015,1
2,8,2,2015,1
3,8,2,2015,1
4,8,2,2015,1
5,8,2,2015,1
6,8,2,2015,1
7,8,2,2015,1
8,8,2,2015,2
9,8,2,2015,2
10,8,2,2015,2
11,8,2,2015,3
12,8,2,2015,3
13,8,2,2015,3
14,8,2,2015,3
15,8,2,2015,3
16,8,2,2015,4
17,8,2,2015,4
18,8,2,2015,4
19,8,2,2015,3
20,8,2,2015,3
21,8,2,2015,3
22,8,2,2015,3
23,8,2,2015,2
0,8,3,2015,2
1,8,1,2015,2
2,8,1,2015,1
3,8,1,2015,1
4,8,1,2015,1
5,8,1,2015,1
6,8,1,2015,1
7,8,1,2015,2
8,8,1,2015,2
9,8,1,2015,2
10,8,1,2015,3
11,8,1,2015,3
12,8,1,2015,4
13,8,1,2015,4
14,8,1,2015,4
15,8,1,2015,4
16,8,1,2015,4
17,8,1,2015,4
18,8,1,2015,4
19,8,1,2015,4
20,8,1,2015,4
21,8,1,2015,4
22,8,1,2015,3
23,8,1,2015,3
0,8,2,2015,2
1,8,0,2015,2
2,8,0,2015,1
3,8,0,2015,1
4,8,0,2015,1
5,8,0,2015,1
6,8,0,2015,1
7,8,0,2015,2
8,8,0,2015,2
9,8,0,2015,3
10,8,0,2015,3
11,8,0,2015,4
12,8,0,2015,4
13,8,0,2015,4
14,8,0,2015,4
15,8,0,2015,5
16,8,0,2015,4
17,8,0,2015,4
18,8,0,2015,4
19,8,0,2015,4
20,8,0,2015,4
21,8,0,2015,4
22,8,0,2015,3
23,8,0,2015,3
0,8,1,2015,2
1,8,6,2015,1
2,8,6,2015,1
3,8,6,2015,1
4,8,6,2015,1
5,8,6,2015,0
6,8,6,2015,0
7,8,6,2015,0
8,8,6,2015,1
9,8,6,2015,1
10,8,6,2015,2
11,8,6,2015,2
12,8,6,2015,3
13,8,6,2015,3
14,8,6,2015,3
15,8,6,2015,3
16,8,6,2015,3
17,8,6,2015,4
18,8,6,2015,4
19,8,6,2015,3
20,8,6,2015,3
21,8,6,2015,3
22,8,6,2015,3
23,8,6,2015,3
0,8,0,2015,2
1,8,5,2015,1
2,8,5,2015,1
3,8,5,2015,1
4,8,5,2015,1
5,8,5,2015,0
6,8,5,2015,0
7,8,5,2015,1
8,8,5,2015,1
9,8,5,2015,1
10,8,5,2015,2
11,8,5,2015,2
12,8,5,2015,2
13,8,5,2015,3
14,8,5,2015,3
15,8,5,2015,3
16,8,5,2015,3
17,8,5,2015,4
18,8,5,2015,4
19,8,5,2015,4
20,8,5,2015,3
21,8,5,2015,3
22,8,5,2015,3
23,8,5,2015,2
0,8,6,2015,2
1,8,4,2015,1
2,8,4,2015,1
3,8,4,2015,1
4,8,4,2015,1
5,8,4,2015,1
6,8,4,2015,1
7,8,4,2015,1
8,8,4,2015,2
9,8,4,2015,2
10,8,4,2015,2
11,8,4,2015,2
12,8,4,2015,3
13,8,4,2015,3
14,8,4,2015,3
15,8,4,2015,3
16,8,4,2015,3
17,8,4,2015,3
18,8,4,2015,4
19,8,4,2015,3
20,8,4,2015,3
21,8,4,2015,3
22,8,4,2015,3
23,8,4,2015,2
0,8,5,2015,2
1,8,3,2015,2
2,8,3,2015,1
3,8,3,2015,1
4,8,3,2015,1
5,8,3,2015,1
6,8,3,2015,1
7,8,3,2015,2
8,8,3,2015,2
9,8,3,2015,2
10,8,3,2015,2
11,8,3,2015,3
12,8,3,2015,3
13,8,3,2015,3
14,8,3,2015,3
15,8,3,2015,3
16,8,3,2015,3
17,8,3,2015,3
18,8,3,2015,3
19,8,3,2015,3
20,8,3,2015,3
21,8,3,2015,3
22,8,3,2015,3
23,8,3,2015,2
0,8,4,2015,2
1,8,2,2015,2
2,8,2,2015,1
3,8,2,2015,1
4,8,2,2015,1
5,8,2,2015,1
6,8,2,2015,1
7,8,2,2015,1
8,8,2,2015,2
9,8,2,2015,2
10,8,2,2015,3
11,8,2,2015,3
12,8,2,2015,4
13,8,2,2015,4
14,8,2,2015,4
15,8,2,2015,4
16,8,2,2015,5
17,8,2,2015,5
18,8,2,2015,5
19,8,2,2015,4
20,8,2,2015,4
21,8,2,2015,4
22,8,2,2015,3
23,8,2,2015,3
0,8,3,2015,2
1,8,1,2015,2
2,8,1,2015,1
3,8,1,2015,1
4,8,1,2015,1
5,8,1,2015,1
6,8,1,2015,1
7,8,1,2015,1
8,8,1,2015,2
9,8,1,2015,2
10,8,1,2015,3
11,8,1,2015,3
12,8,1,2015,4
13,8,1,2015,4
14,8,1,2015,4
15,8,1,2015,4
16,8,1,2015,5
17,8,1,2015,5
18,8,1,2015,5
19,8,1,2015,4
20,8,1,2015,4
21,8,1,2015,4
22,8,1,2015,4
23,8,1,2015,3
0,8,2,2015,2
1,8,0,2015,1
2,8,0,2015,1
3,8,0,2015,1
4,8,0,2015,1
5,8,0,2015,1
6,8,0,2015,1
7,8,0,2015,1
8,8,0,2015,2
9,8,0,2015,2
10,8,0,2015,2
11,8,0,2015,3
12,8,0,2015,3
13,8,0,2015,4
14,8,0,2015,4
15,8,0,2015,4
16,8,0,2015,5
17,8,0,2015,5
18,8,0,2015,5
19,8,0,2015,4
20,8,0,2015,4
21,8,0,2015,4
22,8,0,2015,4
23,8,0,2015,3
0,8,1,2015,2
1,8,6,2015,1
2,8,6,2015,1
3,8,6,2015,0
4,8,6,2015,0
5,8,6,2015,0
6,8,6,2015,0
7,8,6,2015,0
8,8,6,2015,0
9,8,6,2015,1
10,8,6,2015,1
11,8,6,2015,2
12,8,6,2015,2
13,8,6,2015,3
14,8,6,2015,3
15,8,6,2015,3
16,8,6,2015,4
17,8,6,2015,4
18,8,6,2015,4
19,8,6,2015,4
20,8,6,2015,4
21,8,6,2015,3
22,8,6,2015,3
23,8,6,2015,3
0,8,0,2015,2
1,8,5,2015,1
2,8,5,2015,1
3,8,5,2015,1
4,8,5,2015,1
5,8,5,2015,0
6,8,5,2015,0
7,8,5,2015,1
8,8,5,2015,1
9,8,5,2015,1
10,8,5,2015,2
11,8,5,2015,2
12,8,5,2015,3
13,8,5,2015,3
14,8,5,2015,3
15,8,5,2015,3
16,8,5,2015,3
17,8,5,2015,3
18,8,5,2015,4
19,8,5,2015,3
20,8,5,2015,3
21,8,5,2015,3
22,8,5,2015,3
23,8,5,2015,2
0,8,6,2015,1
1,7,4,2015,2
2,7,4,2015,1
3,7,4,2015,1
4,7,4,2015,1
5,7,4,2015,1
6,7,4,2015,1
7,7,4,2015,1
8,7,4,2015,2
9,7,4,2015,2
10,7,4,2015,3
11,7,4,2015,3
12,7,4,2015,4
13,7,4,2015,4
14,7,4,2015,4
15,7,4,2015,5
16,7,4,2015,5
17,7,4,2015,5
18,7,4,2015,5
19,7,4,2015,4
20,7,4,2015,4
21,7,4,2015,4
22,7,4,2015,3
23,7,4,2015,3
0,8,5,2015,2
1,7,3,2015,2
2,7,3,2015,2
3,7,3,2015,2
4,7,3,2015,2
5,7,3,2015,1
6,7,3,2015,2
7,7,3,2015,2
8,7,3,2015,2
9,7,3,2015,3
10,7,3,2015,3
11,7,3,2015,4
12,7,3,2015,4
13,7,3,2015,4
14,7,3,2015,5
15,7,3,2015,5
16,7,3,2015,5
17,7,3,2015,5
18,7,3,2015,5
19,7,3,2015,5
20,7,3,2015,4
21,7,3,2015,4
22,7,3,2015,4
23,7,3,2015,3
0,7,4,2015,2
1,7,2,2015,3
2,7,2,2015,2
3,7,2,2015,2
4,7,2,2015,2
5,7,2,2015,2
6,7,2,2015,2
7,7,2,2015,2
8,7,2,2015,2
9,7,2,2015,3
10,7,2,2015,4
11,7,2,2015,4
12,7,2,2015,5
13,7,2,2015,5
14,7,2,2015,5
15,7,2,2015,6
16,7,2,2015,6
17,7,2,2015,6
18,7,2,2015,5
19,7,2,2015,5
20,7,2,2015,5
21,7,2,2015,5
22,7,2,2015,4
23,7,2,2015,4
0,7,3,2015,3
1,7,1,2015,2
2,7,1,2015,2
3,7,1,2015,1
4,7,1,2015,1
5,7,1,2015,1
6,7,1,2015,2
7,7,1,2015,2
8,7,1,2015,2
9,7,1,2015,3
10,7,1,2015,3
11,7,1,2015,4
12,7,1,2015,5
13,7,1,2015,5
14,7,1,2015,5
15,7,1,2015,5
16,7,1,2015,6
17,7,1,2015,6
18,7,1,2015,5
19,7,1,2015,5
20,7,1,2015,5
21,7,1,2015,5
22,7,1,2015,5
23,7,1,2015,4
0,7,2,2015,3
1,7,0,2015,2
2,7,0,2015,1
3,7,0,2015,1
4,7,0,2015,1
5,7,0,2015,1
6,7,0,2015,1
7,7,0,2015,2
8,7,0,2015,2
9,7,0,2015,3
10,7,0,2015,3
11,7,0,2015,4
12,7,0,2015,4
13,7,0,2015,4
14,7,0,2015,5
15,7,0,2015,5
16,7,0,2015,5
17,7,0,2015,5
18,7,0,2015,5
19,7,0,2015,5
20,7,0,2015,5
21,7,0,2015,4
22,7,0,2015,4
23,7,0,2015,4
0,7,1,2015,3
1,7,6,2015,2
2,7,6,2015,1
3,7,6,2015,1
4,7,6,2015,1
5,7,6,2015,1
6,7,6,2015,1
7,7,6,2015,1
8,7,6,2015,1
9,7,6,2015,1
10,7,6,2015,2
11,7,6,2015,3
12,7,6,2015,3
13,7,6,2015,3
14,7,6,2015,4
15,7,6,2015,4
16,7,6,2015,4
17,7,6,2015,4
18,7,6,2015,4
19,7,6,2015,4
20,7,6,2015,4
21,7,6,2015,3
22,7,6,2015,3
23,7,6,2015,3
0,7,0,2015,2
1,7,5,2015,2
2,7,5,2015,1
3,7,5,2015,1
4,7,5,2015,1
5,7,5,2015,1
6,7,5,2015,1
7,7,5,2015,1
8,7,5,2015,1
9,7,5,2015,1
10,7,5,2015,2
11,7,5,2015,3
12,7,5,2015,3
13,7,5,2015,3
14,7,5,2015,4
15,7,5,2015,4
16,7,5,2015,4
17,7,5,2015,4
18,7,5,2015,4
19,7,5,2015,4
20,7,5,2015,4
21,7,5,2015,4
22,7,5,2015,3
23,7,5,2015,3
0,7,6,2015,2
1,7,4,2015,2
2,7,4,2015,1
3,7,4,2015,1
4,7,4,2015,1
5,7,4,2015,1
6,7,4,2015,1
7,7,4,2015,1
8,7,4,2015,2
9,7,4,2015,2
10,7,4,2015,2
11,7,4,2015,3
12,7,4,2015,3
13,7,4,2015,4
14,7,4,2015,4
15,7,4,2015,4
16,7,4,2015,5
17,7,4,2015,5
18,7,4,2015,5
19,7,4,2015,4
20,7,4,2015,4
21,7,4,2015,4
22,7,4,2015,3
23,7,4,2015,3
0,7,5,2015,2
1,7,3,2015,1
2,7,3,2015,1
3,7,3,2015,1
4,7,3,2015,1
5,7,3,2015,1
6,7,3,2015,1
7,7,3,2015,1
8,7,3,2015,2
9,7,3,2015,2
10,7,3,2015,2
11,7,3,2015,3
12,7,3,2015,3
13,7,3,2015,4
14,7,3,2015,4
15,7,3,2015,4
16,7,3,2015,4
17,7,3,2015,4
18,7,3,2015,4
19,7,3,2015,4
20,7,3,2015,4
21,7,3,2015,4
22,7,3,2015,3
23,7,3,2015,3
0,7,4,2015,2
1,7,2,2015,2
2,7,2,2015,1
3,7,2,2015,1
4,7,2,2015,1
5,7,2,2015,1
6,7,2,2015,1
7,7,2,2015,1
8,7,2,2015,2
9,7,2,2015,2
10,7,2,2015,3
11,7,2,2015,3
12,7,2,2015,3
13,7,2,2015,4
14,7,2,2015,4
15,7,2,2015,4
16,7,2,2015,4
17,7,2,2015,4
18,7,2,2015,4
19,7,2,2015,4
20,7,2,2015,4
21,7,2,2015,3
22,7,2,2015,3
23,7,2,2015,3
0,7,3,2015,2
1,7,1,2015,2
2,7,1,2015,2
3,7,1,2015,2
4,7,1,2015,1
5,7,1,2015,1
6,7,1,2015,2
7,7,1,2015,2
8,7,1,2015,2
9,7,1,2015,3
10,7,1,2015,3
11,7,1,2015,4
12,7,1,2015,4
13,7,1,2015,4
14,7,1,2015,4
15,7,1,2015,5
16,7,1,2015,5
17,7,1,2015,5
18,7,1,2015,5
19,7,1,2015,4
20,7,1,2015,4
21,7,1,2015,4
22,7,1,2015,4
23,7,1,2015,3
0,7,2,2015,2
1,7,0,2015,2
2,7,0,2015,1
3,7,0,2015,1
4,7,0,2015,1
5,7,0,2015,1
6,7,0,2015,1
7,7,0,2015,2
8,7,0,2015,2
9,7,0,2015,3
10,7,0,2015,3
11,7,0,2015,4
12,7,0,2015,4
13,7,0,2015,4
14,7,0,2015,5
15,7,0,2015,5
16,7,0,2015,5
17,7,0,2015,5
18,7,0,2015,5
19,7,0,2015,5
20,7,0,2015,5
21,7,0,2015,4
22,7,0,2015,4
23,7,0,2015,4
0,7,1,2015,3
1,7,6,2015,2
2,7,6,2015,1
3,7,6,2015,1
4,7,6,2015,1
5,7,6,2015,1
6,7,6,2015,1
7,7,6,2015,1
8,7,6,2015,1
9,7,6,2015,2
10,7,6,2015,2
11,7,6,2015,3
12,7,6,2015,3
13,7,6,2015,4
14,7,6,2015,4
15,7,6,2015,4
16,7,6,2015,4
17,7,6,2015,4
18,7,6,2015,4
19,7,6,2015,4
20,7,6,2015,4
21,7,6,2015,3
22,7,6,2015,3
23,7,6,2015,3
0,7,0,2015,2
1,7,5,2015,2
2,7,5,2015,2
3,7,5,2015,1
4,7,5,2015,1
5,7,5,2015,1
6,7,5,2015,1
7,7,5,2015,1
8,7,5,2015,1
9,7,5,2015,2
10,7,5,2015,2
11,7,5,2015,3
12,7,5,2015,3
13,7,5,2015,4
14,7,5,2015,4
15,7,5,2015,4
16,7,5,2015,5
17,7,5,2015,5
18,7,5,2015,5
19,7,5,2015,4
20,7,5,2015,4
21,7,5,2015,4
22,7,5,2015,3
23,7,5,2015,3
0,7,6,2015,2
1,7,4,2015,1
2,7,4,2015,1
3,7,4,2015,1
4,7,4,2015,1
5,7,4,2015,1
6,7,4,2015,1
7,7,4,2015,1
8,7,4,2015,2
9,7,4,2015,2
10,7,4,2015,3
11,7,4,2015,3
12,7,4,2015,3
13,7,4,2015,4
14,7,4,2015,4
15,7,4,2015,4
16,7,4,2015,4
17,7,4,2015,5
18,7,4,2015,5
19,7,4,2015,4
20,7,4,2015,4
21,7,4,2015,4
22,7,4,2015,4
23,7,4,2015,3
0,7,5,2015,3
1,7,3,2015,1
2,7,3,2015,1
3,7,3,2015,1
4,7,3,2015,1
5,7,3,2015,1
6,7,3,2015,1
7,7,3,2015,1
8,7,3,2015,1
9,7,3,2015,2
10,7,3,2015,2
11,7,3,2015,2
12,7,3,2015,3
13,7,3,2015,3
14,7,3,2015,3
15,7,3,2015,3
16,7,3,2015,3
17,7,3,2015,4
18,7,3,2015,4
19,7,3,2015,4
20,7,3,2015,3
21,7,3,2015,3
22,7,3,2015,3
23,7,3,2015,3
0,7,4,2015,2
1,7,2,2015,1
2,7,2,2015,1
3,7,2,2015,1
4,7,2,2015,1
5,7,2,2015,1
6,7,2,2015,1
7,7,2,2015,1
8,7,2,2015,2
9,7,2,2015,2
10,7,2,2015,2
11,7,2,2015,2
12,7,2,2015,3
13,7,2,2015,3
14,7,2,2015,3
15,7,2,2015,3
16,7,2,2015,3
17,7,2,2015,3
18,7,2,2015,3
19,7,2,2015,3
20,7,2,2015,3
21,7,2,2015,3
22,7,2,2015,3
23,7,2,2015,2
0,7,3,2015,2
1,7,1,2015,1
2,7,1,2015,1
3,7,1,2015,1
4,7,1,2015,1
5,7,1,2015,1
6,7,1,2015,1
7,7,1,2015,1
8,7,1,2015,2
9,7,1,2015,2
10,7,1,2015,3
11,7,1,2015,3
12,7,1,2015,3
13,7,1,2015,4
14,7,1,2015,4
15,7,1,2015,4
16,7,1,2015,4
17,7,1,2015,4
18,7,1,2015,4
19,7,1,2015,4
20,7,1,2015,3
21,7,1,2015,3
22,7,1,2015,3
23,7,1,2015,2
0,7,2,2015,2
1,7,0,2015,1
2,7,0,2015,1
3,7,0,2015,1
4,7,0,2015,1
5,7,0,2015,1
6,7,0,2015,1
7,7,0,2015,1
8,7,0,2015,2
9,7,0,2015,2
10,7,0,2015,3
11,7,0,2015,3
12,7,0,2015,3
13,7,0,2015,3
14,7,0,2015,4
15,7,0,2015,4
16,7,0,2015,4
17,7,0,2015,4
18,7,0,2015,4
19,7,0,2015,3
20,7,0,2015,3
21,7,0,2015,3
22,7,0,2015,3
23,7,0,2015,2
0,7,1,2015,2
1,7,6,2015,1
2,7,6,2015,1
3,7,6,2015,0
4,7,6,2015,0
5,7,6,2015,0
6,7,6,2015,0
7,7,6,2015,0
8,7,6,2015,0
9,7,6,2015,1
10,7,6,2015,1
11,7,6,2015,1
12,7,6,2015,2
13,7,6,2015,2
14,7,6,2015,2
15,7,6,2015,2
16,7,6,2015,3
17,7,6,2015,3
18,7,6,2015,3
19,7,6,2015,3
20,7,6,2015,3
21,7,6,2015,2
22,7,6,2015,2
23,7,6,2015,2
0,7,0,2015,2
1,7,5,2015,1
2,7,5,2015,1
3,7,5,2015,1
4,7,5,2015,0
5,7,5,2015,0
6,7,5,2015,0
7,7,5,2015,0
8,7,5,2015,1
9,7,5,2015,1
10,7,5,2015,1
11,7,5,2015,2
12,7,5,2015,2
13,7,5,2015,2
14,7,5,2015,3
15,7,5,2015,3
16,7,5,2015,3
17,7,5,2015,3
18,7,5,2015,3
19,7,5,2015,3
20,7,5,2015,3
21,7,5,2015,2
22,7,5,2015,2
23,7,5,2015,2
0,7,6,2015,1
1,7,4,2015,1
2,7,4,2015,1
3,7,4,2015,1
4,7,4,2015,1
5,7,4,2015,1
6,7,4,2015,1
7,7,4,2015,1
8,7,4,2015,2
9,7,4,2015,2
10,7,4,2015,2
11,7,4,2015,3
12,7,4,2015,3
13,7,4,2015,3
14,7,4,2015,3
15,7,4,2015,4
16,7,4,2015,3
17,7,4,2015,3
18,7,4,2015,3
19,7,4,2015,3
20,7,4,2015,3
21,7,4,2015,3
22,7,4,2015,3
23,7,4,2015,2
0,7,5,2015,2
1,7,3,2015,1
2,7,3,2015,1
3,7,3,2015,1
4,7,3,2015,1
5,7,3,2015,1
6,7,3,2015,1
7,7,3,2015,1
8,7,3,2015,2
9,7,3,2015,2
10,7,3,2015,3
11,7,3,2015,3
12,7,3,2015,3
13,7,3,2015,3
14,7,3,2015,3
15,7,3,2015,3
16,7,3,2015,3
17,7,3,2015,3
18,7,3,2015,3
19,7,3,2015,3
20,7,3,2015,3
21,7,3,2015,3
22,7,3,2015,3
23,7,3,2015,2
0,7,4,2015,2
1,7,2,2015,2
2,7,2,2015,1
3,7,2,2015,1
4,7,2,2015,1
5,7,2,2015,1
6,7,2,2015,1
7,7,2,2015,1
8,7,2,2015,2
9,7,2,2015,2
10,7,2,2015,2
11,7,2,2015,2
12,7,2,2015,3
13,7,2,2015,3
14,7,2,2015,3
15,7,2,2015,3
16,7,2,2015,3
17,7,2,2015,3
18,7,2,2015,3
19,7,2,2015,3
20,7,2,2015,3
21,7,2,2015,3
22,7,2,2015,3
23,7,2,2015,2
0,7,3,2015,2
1,7,1,2015,2
2,7,1,2015,1
3,7,1,2015,1
4,7,1,2015,1
5,7,1,2015,1
6,7,1,2015,1
7,7,1,2015,2
8,7,1,2015,2
9,7,1,2015,2
10,7,1,2015,3
11,7,1,2015,3
12,7,1,2015,4
13,7,1,2015,4
14,7,1,2015,4
15,7,1,2015,4
16,7,1,2015,4
17,7,1,2015,4
18,7,1,2015,4
19,7,1,2015,4
20,7,1,2015,3
21,7,1,2015,3
22,7,1,2015,3
23,7,1,2015,3
0,7,2,2015,2
1,7,0,2015,1
2,7,0,2015,1
3,7,0,2015,0
4,7,0,2015,0
5,7,0,2015,0
6,7,0,2015,1
7,7,0,2015,1
8,7,0,2015,1
9,7,0,2015,2
10,7,0,2015,2
11,7,0,2015,3
12,7,0,2015,3
13,7,0,2015,3
14,7,0,2015,4
15,7,0,2015,4
16,7,0,2015,4
17,7,0,2015,4
18,7,0,2015,4
19,7,0,2015,4
20,7,0,2015,4
21,7,0,2015,4
22,7,0,2015,3
23,7,0,2015,3
0,7,1,2015,2
1,7,6,2015,0
2,7,6,2015,0
3,7,6,2015,0
4,7,6,2015,0
5,7,6,2015,0
6,7,6,2015,0
7,7,6,2015,0
8,7,6,2015,0
9,7,6,2015,0
10,7,6,2015,1
11,7,6,2015,1
12,7,6,2015,1
13,7,6,2015,2
14,7,6,2015,2
15,7,6,2015,2
16,7,6,2015,2
17,7,6,2015,2
18,7,6,2015,2
19,7,6,2015,2
20,7,6,2015,2
21,7,6,2015,2
22,7,6,2015,2
23,7,6,2015,2
0,7,0,2015,1
1,7,5,2015,0
2,7,5,2015,0
3,7,5,2015,0
4,7,5,2015,0
5,7,5,2015,0
6,7,5,2015,0
7,7,5,2015,0
8,7,5,2015,0
9,7,5,2015,0
10,7,5,2015,1
11,7,5,2015,1
12,7,5,2015,1
13,7,5,2015,2
14,7,5,2015,2
15,7,5,2015,2
16,7,5,2015,2
17,7,5,2015,2
18,7,5,2015,2
19,7,5,2015,2
20,7,5,2015,2
21,7,5,2015,1
22,7,5,2015,1
23,7,5,2015,1
0,7,6,2015,1
